path1,path2
7850,56815
82204,140931
83110,5680
39313,15123
40213,115088
11724,457
86544,74494
96733,131782
72705,14449
91601,67879
31094,131463
23769,38361
14254,100926
73377,69614
111379,52555
7864,43521
11751,70760
114298,132748
130197,85890
129467,91066
74728,86127
15048,112777
96044,45132
103495,103459
32040,7158
65141,100728
56322,66323
147497,69226
75252,120471
124167,143202
11923,35003
38875,146860
25290,46391
48003,126818
124329,97064
36908,141783
73536,53616
39151,31970
40029,64982
91793,91353
141955,89168
91128,23022
43576,82764
94476,62715
40505,71706
143887,90691
25560,137195
94235,57264
65967,52878
9875,137389
113222,127410
49560,133681
134143,15576
148889,116568
114308,76524
87468,140269
35003,4647
103459,111643
146860,84522
143202,84000
141703,40781
65533,88458
124561,14112
79400,128889
144371,20173
56604,8600
79747,1679
2436,15595
129875,9088
84945,134646
74316,48403
130096,7791
61272,72455
141407,25219
105467,86179
39330,84671
77473,59528
58591,72335
103011,65425
134252,125776
67378,114666
72335,145178
125776,101058
59528,69788
137419,40615
84671,31141
106404,66267
58084,2436
45562,13854
89556,76692
52878,22466
71706,63615
82764,135416
127410,88233
23022,80447
141783,7273
91353,105467
47167,130096
81347,141407
4511,39330
64982,124521
53616,34004
97064,10141
66323,133580
62715,99445
137195,75783
55651,134454
69226,40091
46391,122755
100728,44783
126818,17901
82496,25137
7158,45669
45132,143484
86196,60918
72171,31952
86127,105975
66373,532
91066,8735
48898,48655
127789,142944
101321,22581
102037,87655
66030,129712
84632,138142
17219,31234
60546,35338
72129,80351
129836,47666
80123,132092
26088,65780
24343,14725
125934,10784
8042,64319
70662,26314
51064,40278
149021,52036
78508,29685
53342,103011
83648,143407
132748,77473
20945,97112
43521,61272
69614,130289
70760,144107
141117,67378
38361,11986
120108,101538
130099,58949
140931,138571
15123,6898
457,4904
11202,27062
115088,137419
63624,145236
143693,106404
84516,45562
59442,90601
15576,58084
89168,139786
133681,36444
61929,106845
76524,17290
4647,44655
128889,4123
111643,35797
84000,54139
88458,134252
134646,58591
14112,146001
15595,142352
7791,29912
106845,9856
25219,29083
36444,88921
27062,111426
86179,131567
139786,34193
8600,54849
90601,148536
137389,51349
29262,18940
140269,77068
20173,93217
1679,49678
72455,116931
48403,125754
9088,6868
40781,28886
84522,97919
116568,113825
95057,142665
85395,3010
56815,45506
43377,134439
85228,25235
116109,75988
51092,49361
138481,121345
132022,138018
85890,65353
11760,25287
73168,12990
3967,95717
5680,38758
74494,36345
14449,126945
133125,32478
67879,73782
131782,85374
131463,130828
121688,147458
14640,133081
100926,22721
6046,19825
146350,138341
52555,34854
16155,73110
27691,118361
105013,14410
104071,95015
79219,13037
107240,305
99553,125823
90690,22265
7897,87920
125835,49953
32875,79946
23919,138905
47240,62338
896,122490
59486,78854
49136,129147
107004,6471
67594,5784
22686,3875
15634,4260
35519,145568
62803,41516
5985,84368
23921,48195
128153,112361
69048,141632
27115,148732
7807,115105
16950,123003
2083,138418
15801,128629
57095,120690
100593,68600
17589,112707
34952,53593
42144,95356
137950,45861
105500,73009
60919,48044
104338,78140
60217,86870
123335,20416
134710,8754
106727,106535
84700,56949
16100,30673
116339,90092
29970,83381
69749,14610
18813,62280
79624,71481
27878,128890
95840,85826
3891,129245
146546,72290
145384,47849
147026,119728
120663,73702
67626,79155
139334,105546
63288,85768
144349,53605
46251,1013
113203,74994
115996,80589
14135,98296
58691,14242
143704,68091
120317,35428
113441,32892
139460,109425
143384,55642
11411,39087
76070,92341
143655,147146
25102,93775
94280,3417
86741,97249
61353,46706
78344,110928
117604,54443
90367,86966
134011,39337
48262,32658
11395,1276
143667,126966
53944,31045
110573,94600
28651,2400
115386,36239
101643,32339
88755,77910
123850,35835
137568,22219
4727,71581
67849,4859
73620,102622
24720,98654
49282,99673
7802,24782
90654,100510
18075,70419
8031,83666
143768,133960
87630,149288
101115,44254
93559,76528
48903,91962
136385,54775
145504,60746
20310,141064
68631,82818
47992,20234
48749,119813
101086,45425
55931,111407
121000,85411
63,1050
124359,7011
107676,12522
110635,60036
116951,39436
28895,128729
29532,19363
112583,133573
106331,96484
72310,75490
94928,27739
97391,40208
140691,35271
137536,146693
4346,95864
81987,36530
141467,38211
125273,126725
100072,37276
39935,71058
78085,30444
135146,57060
122282,18098
102613,68384
73503,9529
42449,117332
7991,19816
71569,54953
126805,86872
92711,144031
92211,144594
97024,10756
98795,89509
70516,3721
139071,13833
50108,89394
102583,118737
88286,119688
109455,38225
37051,86120
24790,111186
46832,58748
100888,109899
63825,77349
96218,98873
3232,40071
77574,39075
138663,30518
54969,127137
22449,19783
16185,37023
72914,45532
104403,113725
72415,126474
90050,141461
42576,137692
106867,104403
126474,90050
36020,50501
63615,42576
103432,36762
88214,106867
76692,36020
36762,103432
114795,74316
13854,123646
48834,78558
132580,88214
32587,84945
86983,55124
33690,137096
29726,56834
121015,129875
23320,79747
64497,38226
112777,79400
146686,141703
31970,87468
54742,23320
125057,65533
75461,121015
110215,33690
120471,78863
38226,86983
112273,29726
66267,109673
40615,48834
137096,56604
69788,112273
31141,55651
90691,144371
57264,124561
145178,64497
65425,148889
144107,113222
143407,78085
97112,72171
130289,49560
56834,9875
55124,134143
101058,86196
114666,114308
11986,143887
35797,94476
101538,24790
138571,100888
44655,38261
58949,63825
4123,46832
7683,3232
65780,54969
10784,77574
26314,73536
138142,40029
87655,73503
142944,124329
123036,39151
126100,138663
48655,91793
29083,102613
532,42449
88921,48003
9856,7991
105975,36908
22581,71569
8735,11923
29912,126805
45669,124167
31952,102583
111426,139071
60918,97024
131567,132996
54849,98795
118737,75945
24899,75254
17851,135439
39075,96044
111614,122415
10141,110679
80447,10562
78558,92996
135416,147272
127137,141932
88233,10975
30518,73196
98873,5242
19783,136786
141461,108722
45532,57268
137692,129752
113725,76298
22466,77514
50501,46788
31618,72670
113571,60755
24747,112583
64609,142648
38261,14254
78863,114298
149825,106331
109673,15048
123646,94928
7273,65141
34004,103495
40091,50108
44783,32040
124521,88286
146001,75252
52036,38875
17901,147497
122755,4346
25137,25290
142352,81987
40278,137536
64319,56322
29685,97391
54139,60546
14725,129467
132092,91601
35338,8042
47666,51064
31234,125934
129712,101321
80351,48898
145236,149021
4904,83648
17290,75461
6898,83110
133580,27691
134454,7897
99445,99553
34193,35519
143484,123335
75783,15634
119688,47240
148536,67594
86120,49136
51349,124766
89394,107004
77068,92565
13833,56406
93217,12694
3721,135820
49678,27348
45506,65219
49361,135801
89509,11327
121345,57271
65353,96204
75988,38074
134439,72328
3010,138227
125754,95058
142665,105042
97919,21047
6868,122720
18940,61521
116931,66707
28886,141527
111186,110696
38225,38386
58748,40154
20916,14969
109899,53418
5887,80671
77349,101651
37023,29612
40071,61131
138988,51228
113825,73746
25235,86226
25287,17719
10756,37838
67641,63
144594,143671
36345,41873
95717,48047
138018,7383
12990,127818
38758,19268
32478,30959
147458,55505
126945,79884
130828,123349
133081,40485
19816,54047
86872,36724
117332,22402
54953,108831
73110,16759
14410,83332
305,76892
95015,73914
9529,48595
118361,27258
18098,131904
71058,17183
87920,25166
141632,71294
72290,65768
115105,38754
86870,58214
47849,74144
129245,36741
119728,98696
48195,51852
73702,52002
84368,46951
62338,15358
79155,105878
85768,63753
78854,83878
53605,106087
105546,23274
1013,84816
146693,109065
74994,121146
98296,149927
35428,11822
14242,3063
32892,140898
27739,104259
109425,110425
68091,84513
40208,88752
80589,147011
35271,109292
6471,111000
3875,109659
129147,2468
4260,1356
122490,34577
41516,88675
79946,125226
36530,70516
37276,120850
22265,132254
126725,92211
13037,141936
125823,6585
30444,110635
148732,88181
123003,107676
48044,68798
138418,116951
120690,29001
112707,145930
95356,8804
73009,32875
78140,90690
62280,105013
45861,107240
71481,62803
14610,60217
128890,42144
911,130099
83381,43377
30673,143693
106535,81347
20416,84516
85826,95057
56949,11202
90092,4511
8754,47167
53593,59442
68600,61929
114800,29262
138341,89556
128629,7683
68384,123036
34854,24899
19825,138988
85374,20916
22721,5887
144031,17851
73782,111614
57060,114795
112361,132580
49953,31618
138905,24747
145568,16185
95864,64609
38211,149825
5784,32587
55642,113571
96484,72415
39087,72914
19363,22449
147146,96218
75490,43576
92341,82496
93775,85228
128729,53342
54775,127789
46706,92711
14901,18082
97249,144062
133573,92454
3417,78703
60746,22788
110928,30593
112543,21699
54443,109283
94600,29531
39337,139928
2400,32153
31045,13367
32658,10591
126966,13971
36239,65420
77910,122403
111407,123495
35835,74987
85411,52354
32339,125808
149288,85888
45425,129196
44254,40090
119813,117076
82818,63190
1276,141301
20234,132233
76528,71803
100510,23117
133960,40155
70419,2240
24782,55155
83666,23983
99673,51688
102622,64926
71581,98742
7011,125935
60036,78344
1050,49612
22219,108110
4859,135709
98654,130015
12522,126100
39436,114800
91962,911
141064,67641
86966,14901
143671,112543
4677,3323
108552,149554
102875,139969
64812,127286
56610,11345
137390,43838
76137,107680
30965,57106
146590,104263
47079,29862
109820,45510
36420,113919
9766,21379
50885,34867
39908,110018
97553,63636
84476,117326
134031,106630
144357,119132
60108,19830
108027,85069
79725,103064
77474,62714
53207,23498
114194,101225
48799,28511
111099,73635
19647,54711
60416,96014
75341,131217
24797,43025
67774,39157
94250,56569
120171,148371
96641,107124
54250,129906
66504,88556
125206,85129
32634,23559
50968,141268
143927,33880
45675,289
78372,66638
121108,66192
64437,103387
98251,42770
31497,137615
61037,99050
15966,121983
143380,130579
138234,88889
145314,2056
26981,92588
49488,105637
147828,12163
37064,89498
87110,108415
130503,128587
34061,78430
52580,50070
78052,33898
80773,107907
90728,6170
112178,104496
57524,45670
107162,104305
37989,102344
85835,90016
122679,135554
111248,11398
126351,98388
81709,16666
49021,31802
148371,53553
51887,56725
97666,100519
88797,139779
63093,128745
71444,37333
141668,24810
59131,45140
43025,133686
72655,64896
27177,24955
131217,61582
145810,122238
39157,69277
123858,57426
56569,34377
107124,61280
55416,124377
129906,148868
137149,105732
88556,141308
141268,29143
85129,113897
33880,137752
103387,130924
289,52782
66192,119261
137615,17365
137798,47865
42770,24844
66638,109892
23559,146492
132565,71333
143376,39639
38073,125708
107975,138030
100043,99790
92388,97005
30997,140649
137876,18031
9060,31562
43728,86721
120625,5717
28570,84284
134992,149397
67925,82651
23209,99200
70798,39524
42936,45854
20054,130259
148814,62639
44008,71116
93557,113261
145200,129303
104422,57917
55069,100293
117205,94645
60635,136677
70744,3598
97692,44987
34642,108773
148226,85055
87594,61209
5753,120306
68439,39142
93585,46568
137994,116943
13261,5731
88003,33096
20965,24201
75122,68174
138177,101635
61703,59015
144178,42409
97141,106693
116312,15252
9294,107830
57211,12246
59510,66790
37556,90474
91369,148505
22254,71944
42568,25056
27394,100813
138007,69428
126699,99710
4589,92754
58433,1602
124330,41452
35033,99184
103646,51384
103130,5808
134630,86776
30901,15932
99899,44753
2964,32187
109907,80983
60785,7979
108988,56135
141249,103706
81645,2397
15180,4916
84084,50382
80879,105770
43234,9449
126717,97840
69580,52710
41459,5006
10629,66378
50460,40636
130593,50095
131970,23524
54349,95456
2022,83113
86493,120500
66630,114194
147165,111099
74238,78232
110082,48799
48391,142980
55837,91850
89843,85727
81211,48709
122022,37084
89184,125206
17017,62208
116408,143927
101178,90040
96614,50968
13101,96641
20132,32634
143562,54250
19213,24797
100971,120171
14080,79483
121752,94250
12352,39908
24687,132754
7785,50618
58269,109820
37225,9766
95410,31422
32016,36420
24750,47079
117712,55080
31863,108552
128516,31515
57538,4677
38511,31028
105342,64437
67625,91012
45264,61037
22720,38268
99787,138485
23848,140027
111759,15966
144472,24015
11511,63769
66838,145314
85124,15714
124948,110491
137283,147165
123089,110082
70318,10989
73018,49488
54500,37064
131594,130503
32392,52580
53218,87110
107013,80773
133289,70798
131207,44008
56796,55069
99970,148814
52228,42936
6345,120625
5113,20054
8744,43728
28993,137876
6961,38073
132217,88797
79028,134992
15464,30997
118979,9060
138712,28570
57068,67925
90549,107162
69039,85835
113624,63093
129992,111248
85232,71444
80899,97666
77331,107975
50737,143376
56772,100043
36402,55416
78183,51887
41793,49021
105201,141668
14387,81709
92348,47658
49020,126351
136140,79054
41110,72655
21554,59131
126954,123858
72637,145810
81498,102629
10587,63160
10989,27177
110491,73555
95298,25209
63769,73310
165,126152
35649,16504
24015,4756
23923,106406
140027,65007
38268,39368
91012,6381
7756,7756
2681,25782
39368,31497
106406,25293
7976,11592
2206,7424
65007,109559
115877,62301
136824,62596
85687,122522
15714,58232
62998,107537
115750,45675
126693,122499
92362,107778
55954,32161
133413,88381
31422,89427
50618,32103
47014,46143
4629,91343
49760,139142
31515,143172
55080,102150
23805,50128
138485,107115
31028,75328
42222,107127
90040,104014
36766,10912
79483,131754
132754,67310
51119,124217
11592,127893
58232,125238
107778,14551
89427,26474
122522,100718
7424,20186
62301,104701
139435,53812
73635,139435
125238,78620
107115,138216
102150,134021
20186,7976
50128,122679
14551,2206
101225,37989
62714,57524
85069,136824
33898,147828
139779,26981
78430,85687
107907,115877
108415,138234
6170,35649
128745,23923
89498,115750
37333,92362
92588,137390
130579,55954
2056,9294
105637,144178
45140,57211
90016,97141
11398,130593
102344,61703
53553,50460
16666,126699
149554,10629
43838,4589
127286,6961
133686,138007
61582,28993
11345,5113
107680,134630
113919,99970
57106,6345
34867,132217
3323,52228
110018,41793
69428,131207
86776,2964
99184,133289
99710,36402
117326,73018
92754,56772
106630,57068
45670,77331
100519,113624
128587,85232
104496,93935
12163,129992
135554,74059
104305,43707
56725,15717
31802,74707
63636,63655
119132,57182
50070,40916
19830,98235
100718,21162
1602,69039
26474,83860
41452,16762
51384,118320
104701,124948
75328,22208
143172,123089
91343,54500
127893,32392
32103,32016
62596,37225
46143,105201
139142,41110
107127,141249
10912,95410
67310,58269
9449,24687
52710,12584
66378,31863
50382,11511
40636,57538
23524,144472
67466,38511
85727,22720
5006,105342
97840,45264
124217,84088
104014,99787
131754,17400
105770,149504
2397,126226
88464,9992
28526,87719
90474,146813
12246,105097
148505,20417
42409,29905
71944,94217
106693,141825
25056,131504
15932,12778
29862,37448
59015,40039
45510,14549
104263,100035
21379,124392
98388,113030
139969,62591
64896,16333
69277,49135
34377,61734
94645,58405
61280,49661
105732,47630
124377,25075
57917,144745
24955,61920
122238,27185
57426,59159
100293,16077
136677,7172
129303,23201
113897,61035
148868,62557
29143,148387
130924,64745
119261,91655
24844,92749
3598,7345
109892,110128
47865,94595
71333,45301
44987,139510
39639,129981
97005,81012
138030,30219
84284,116598
86721,138096
62639,102136
5717,52127
149397,87601
108773,86044
125708,143448
99790,85261
71116,118246
31562,137253
113261,8706
18031,19047
137752,7620
52782,85733
140649,68892
17365,9247
146492,20578
85055,86664
120306,75330
116943,109409
99200,4412
45854,94954
5731,18557
130259,134996
39524,112159
82651,28334
39142,8436
68174,56818
61209,22745
46568,42542
33096,46486
101635,74920
24201,133066
141308,24857
88889,41631
121983,125463
24810,48536
99050,85402
103064,56240
23498,101750
102629,47575
96014,25536
28511,121220
54711,15562
63160,14804
25209,85550
78620,18223
109559,53787
126152,117893
98407,8593
6381,23924
25782,14736
25293,65137
48925,67750
4756,1303
134021,3027
16504,77555
73310,41156
73555,13081
79054,101553
138216,116285
47658,49956
131765,119594
381,60878
12584,132589
631,1493
92625,80899
84088,138712
29905,50737
105097,15464
141825,78183
20417,79028
101553,118979
41156,70318
62557,90549
131504,85124
146813,137283
94217,66838
126226,117712
17400,111759
41878,41878
149504,23848
118320,24750
9992,7785
16762,12352
100035,100971
40039,14387
113030,19213
37448,92348
124392,136140
87719,15180
12778,49020
60878,137994
61035,89184
62591,13261
7172,126717
49135,88003
16077,122022
101750,20965
117893,381
25536,131970
53787,75122
14736,41459
110128,138177
116598,69580
102136,124330
86044,103646
85733,30901
144754,56796
83323,99899
8436,108988
86664,81645
56818,84084
109409,43234
94954,35033
66337,80879
18557,103130
20946,58433
20973,8744
24489,27394
90577,59510
140964,42568
108179,37556
45904,22254
108451,133413
145995,91369
142819,76137
45701,56610
98619,23805
127335,126693
119434,116312
64469,62998
140076,54349
46682,86493
120013,81211
135487,66630
134996,95298
11090,2022
35303,165
112159,143380
4412,2681
75330,98407
28334,48925
21447,51119
118246,78372
8706,42222
85261,49760
19047,47014
129981,36766
7620,4629
139510,50885
81012,97553
138096,67774
94595,84476
65137,75341
119594,66504
67750,19647
7345,53207
23924,108027
92749,60416
1303,144357
49956,52288
3027,109299
64745,132129
116285,35105
13081,86929
77555,77474
148387,61729
91655,146739
23201,105127
8593,22956
52127,141738
121220,75832
14804,81309
9247,88464
85550,69709
42542,37500
74920,92552
125463,80513
133066,16380
48536,57039
24857,59670
85402,13263
27185,84022
58405,107747
61920,124472
49661,106509
25075,79725
74707,60108
132589,134031
63655,99809
14549,67466
40916,121108
21162,98251
22208,102875
98235,146590
83860,64812
57182,30965
1493,89843
43707,17017
93935,93585
74059,101178
15717,68439
144745,116408
16333,55837
47630,87594
61734,48391
59159,148226
56240,10587
41631,97692
47575,5753
15562,81498
18223,96614
46486,20132
22745,14080
20578,143562
68892,21554
87601,13101
30219,126954
143448,121752
137253,631
22001,128516
95795,92625
61336,67625
15168,131594
18328,53218
76664,109907
78058,107013
42692,60785
43857,72637
60552,70744
59841,104422
26219,117205
14680,93557
95492,78052
135647,90728
135000,23209
40631,131765
106276,112178
4464,145200
49350,34642
100560,34061
41334,74238
18313,60635
102650,92388
39454,132565
143460,137149
138027,137798
5213,28526
50854,144754
145828,21447
3368,22001
110833,15168
22440,95795
28976,35303
60499,61336
68283,11090
53705,135487
121053,20946
43998,90577
36684,120013
98016,140076
129985,140964
135826,46682
83802,119434
45301,108179
107537,24489
32161,66337
122499,20973
48709,45904
91850,127335
78232,45701
142980,36684
99809,98619
83113,64469
146739,108451
59670,142819
84022,43857
57039,129985
80513,83802
37500,59841
141738,5213
92552,41334
105127,145828
95456,18313
50095,121053
22956,3368
81309,43998
4916,110833
69709,53705
75832,22440
66790,68283
107830,28976
56135,50854
80983,78058
44753,18328
100813,60499
5808,76664
32187,98016
7979,42692
53812,60552
15252,26219
103706,100560
61729,138027
86929,39454
13263,106276
107747,143460
106509,40631
132129,4464
124472,135647
109299,14680
35105,49350
52288,95492
16380,135000
120500,102650
37084,135826
62208,145995
88381,83323
131251,21
485,29696
9487,82980
2698,102450
142450,38831
131027,36720
15556,64676
46654,128501
44396,14615
88656,48520
30442,119842
39384,55527
44643,80024
57898,114804
92020,105315
49428,134397
118745,67856
61980,48762
110310,146173
7623,107763
30784,36300
35213,27153
8917,75708
62120,109858
121425,91929
149300,81117
129771,36527
39229,96316
134783,50163
83895,42880
54816,17964
48397,41764
106930,101829
112076,49109
47050,3544
12589,47113
36142,85201
7648,87870
96503,118416
34643,127886
91600,143009
105156,131960
123681,108954
48037,49950
121364,143626
2213,36941
111452,84317
104002,43537
14463,39464
134919,27673
96877,64142
93762,134005
104147,21252
12582,113142
55271,95778
148220,91493
26574,51878
56909,87035
5087,140182
3058,58918
50187,44545
78384,12245
118023,123706
113177,147629
111109,107666
75405,69000
24442,7426
44894,49718
42147,134545
35022,145121
7803,142655
118142,149946
11325,26801
61277,100156
112192,127268
1245,59102
84423,50515
18060,107299
10283,98885
127990,27129
116138,48150
110748,140567
137996,11664
32604,98958
44705,112898
4810,106204
105283,20625
121215,3262
30031,11604
55122,131016
63555,11997
28015,47070
50453,16174
138993,33861
56790,56612
41301,65648
106538,67258
120152,87219
4482,47946
67041,8487
68083,29825
107300,81670
72610,42672
5705,82368
33066,114070
148363,426
120719,111606
108786,44037
126682,35949
133238,28661
15093,102822
108040,3960
130769,52086
81322,121224
66957,103480
132945,60188
51244,16221
93221,62629
70656,56723
76876,104185
60084,132688
145774,79149
103863,84232
135057,113025
74635,84726
99548,85367
106839,110430
53773,68881
130923,11881
23049,19928
99733,52936
66761,81480
45598,58756
114757,81164
31191,70881
70663,34149
143378,26899
109428,75969
143612,102500
72749,142906
71419,138618
33852,29646
102714,134114
129960,125373
96950,25651
121254,144784
127107,110705
87192,57740
4091,40577
108019,50622
72132,120601
56553,132268
61781,112020
139922,17724
28789,146690
96528,21920
54963,142221
92961,15786
30196,22975
59037,86443
75217,8411
120873,64246
67295,82936
8884,119670
117781,122796
45691,105573
94627,138314
122887,9308
74542,40800
136804,91146
98339,116709
2745,140543
133432,5894
23834,1331
45120,24731
51107,39690
41938,37771
104623,140741
27852,87058
984,97321
141454,60732
27240,80783
106377,89808
8289,23722
97972,42134
119078,55546
103020,143
106851,5417
11257,57789
41462,96227
78109,37993
141133,87223
118069,83293
44335,76672
69731,18812
30936,115740
122744,148262
139149,128980
29833,72983
35198,74387
68876,44358
81565,7921
8107,7083
126177,69519
11578,22196
70625,50294
113249,95141
95521,50106
42391,8547
125209,77142
41167,142280
76019,86350
65118,119098
146491,77270
24284,56342
57577,24614
15830,105563
27983,46875
45729,107265
38493,21117
13412,92604
103671,93099
12291,94226
17758,110065
85705,124393
21134,73865
101403,123483
105397,105419
21245,36935
148139,43165
130960,71557
12498,94820
125341,149026
149074,75155
92794,29921
30460,102239
91671,107396
109264,19801
51623,136243
110775,97688
142772,120679
50923,94656
100540,118835
1798,10440
38824,111474
119610,88165
111888,31944
54071,70527
8964,124154
57755,77304
83764,45300
43846,8714
124159,120269
143807,62091
123638,90202
80069,82452
121790,97868
23332,148802
64051,10711
48088,104140
83315,15944
52953,93883
27090,75792
147174,21067
121652,111441
6796,88095
132715,114444
99700,144879
143270,95664
52165,7821
84132,47012
84594,65703
142965,52846
98584,116375
7418,52742
72985,123634
66401,19876
137395,21063
73165,105356
136887,142096
33407,32264
312,78876
63826,36217
100672,51778
118888,25547
60264,121325
119407,6204
68257,16624
49533,116224
3995,143595
113342,97043
47091,75408
19483,110863
27435,68805
126531,142550
83355,63586
25569,94315
53163,100515
33454,84815
4739,89139
30873,34425
80484,10228
42498,3926
108900,13305
131796,53766
7139,94895
60606,10934
112488,109166
126023,55679
96898,45875
49041,1489
19356,7043
10620,95172
133140,104375
140121,57911
76289,38348
111059,124276
83606,27716
59915,1046
148336,146355
64159,69981
52269,72029
42687,22594
66451,92203
105727,8523
52986,49881
64424,78356
71583,104433
30325,73272
8726,68105
94424,24053
138156,33074
73595,128057
18763,63697
142421,105728
2108,131006
16270,50492
147518,21780
114652,40591
30661,93185
17946,132791
99069,21255
43874,133378
149175,138095
8699,110886
139874,62399
109107,118340
147039,135611
96386,71877
119384,43708
47785,34170
40861,81456
19127,115067
92525,115378
52511,36911
143843,145164
83670,100019
84389,45101
19673,32575
85137,38338
100409,112771
148148,78799
99692,140703
20531,118408
85684,49309
82107,66139
99297,34435
41542,46378
99164,119498
28148,148269
111519,58635
50064,69629
8134,64206
114376,72546
18730,99235
11466,20870
122935,140221
145875,44839
98331,141007
87825,76598
47411,96930
92058,58320
46008,22124
6454,28536
49159,141674
34640,5822
2873,51851
141263,60938
46255,134373
137355,6519
31341,122338
13543,34936
14426,116768
45838,99587
29969,129059
63204,104292
124099,91220
134100,130374
95211,127980
39942,95504
109918,120133
67974,90932
45903,3513
118153,3584
43764,18455
136718,70243
141033,22665
143888,17458
92285,139606
131638,20119
29109,82650
76648,111444
27391,44654
141475,17536
25344,25390
108478,40499
70395,112596
16375,105850
75118,148661
9249,125336
12546,97583
127099,149443
58902,145122
112937,100265
86178,127783
76589,92752
137428,26516
84153,56813
91331,38559
102958,116143
1497,59511
136079,85554
100245,60609
118635,142873
41914,35429
44019,142514
26341,10810
78870,78198
104481,54802
95466,118294
42493,67063
121197,10071
39467,47093
19670,143751
57344,144159
80440,104973
138783,22798
75232,140130
147570,83426
38697,91992
68036,144479
5843,24854
61761,41507
71329,137714
59321,65375
112019,66452
73383,61617
140814,58103
3467,69887
115885,146055
22965,128168
82175,112140
143679,9205
137296,30476
119508,92246
7768,122061
37455,21768
141194,98519
94778,90594
94113,138723
89590,66708
80229,147585
120904,4792
4584,68775
98740,138400
134914,21580
125719,52040
1492,71588
38408,122760
120900,134153
145990,104157
19060,42000
119100,27173
133823,56649
113998,192
38894,25591
67221,55208
34593,125485
131515,112556
21635,149569
15587,140638
137759,4356
49246,56390
125987,45559
33914,86967
135592,39143
50784,93932
6594,143817
140195,7749
97652,131270
50009,139067
134608,18254
125264,94259
134350,95249
146827,73811
30007,16263
73819,59558
68383,23935
80067,37160
146404,100800
38575,93189
99521,105641
119373,73809
40880,5754
99604,102158
73974,13208
141983,29240
75010,79745
122980,100937
21109,139005
106868,19515
70811,111683
122250,17699
41649,65739
45665,61106
117263,29406
101565,57420
45699,40750
20312,84408
128691,75202
31665,38600
87215,27308
147409,54658
101109,79226
77102,140466
33209,112154
3710,45258
69660,54996
67581,144898
121660,82102
104023,45748
93628,71654
85379,39843
107360,127320
